metro,Atlanta-Sandy Springs-Roswell GA
total_stores,363

brand,stores
Advance Auto Parts,122
AutoZone,124
NAPA Auto Parts,12
O'Reilly Auto Parts,105

county_geoid,county_name,leader,leader_stores,total_stores,status
13013,Barrow County,Advance Auto Parts,2,6,contested
13015,Bartow County,Advance Auto Parts,4,9,contested
13035,Butts County,Advance Auto Parts,1,3,contested
13045,Carroll County,AutoZone,5,10,contested
13057,Cherokee County,Advance Auto Parts,6,16,contested
13063,Clayton County,O'Reilly Auto Parts,7,17,contested
13067,Cobb County,Advance Auto Parts,18,51,contested
13077,Coweta County,AutoZone,4,11,contested
13085,Dawson County,AutoZone,2,4,contested
13089,DeKalb County,AutoZone,17,44,contested
13097,Douglas County,Advance Auto Parts,4,11,contested
13113,Fayette County,AutoZone,4,8,contested
13117,Forsyth County,Advance Auto Parts,4,11,contested
13121,Fulton County,AutoZone,17,41,contested
13135,Gwinnett County,Advance Auto Parts,21,54,contested
13143,Haralson County,Advance Auto Parts,2,3,dominant
13151,Henry County,AutoZone,7,20,contested
13187,Lumpkin County,Advance Auto Parts,1,2,contested
13199,Meriwether County,Advance Auto Parts,1,2,contested
13211,Morgan County,Advance Auto Parts,1,3,contested
13217,Newton County,Advance Auto Parts,2,5,contested
13223,Paulding County,AutoZone,4,9,contested
13227,Pickens County,AutoZone,1,2,contested
13247,Rockdale County,O'Reilly Auto Parts,3,7,contested
13255,Spalding County,Advance Auto Parts,2,6,contested
13297,Walton County,Advance Auto Parts,2,8,contested

brand,store_id,city,county_name,nearest_brand,nearest_store_id,nearest_city,nearest_county_name,distance_miles
Advance Auto Parts,a018a231-c031-418b-a937-c72810bea46d,Lilburn,Gwinnett County,O'Reilly Auto Parts,088b9bf5-1e95-4f33-840e-7cb8e5e9f7f0,Lilburn,Gwinnett County,0.29
AutoZone,510663bd-ccee-4ae6-a390-dd7382566635,Carrollton,Carroll County,Advance Auto Parts,7f4a2d8c-3036-44d6-81fd-4bee040fbcff,Carrollton,Carroll County,0.30
O'Reilly Auto Parts,075eb824-7c0b-4dc8-9599-d699c19218ac,Marietta,Cobb County,AutoZone,99c93eaf-3dcc-4836-97a3-3e16beb3a7e6,Marietta,Cobb County,0.31
Advance Auto Parts,e73da5ce-6cbf-4f62-beee-d9b3897168f1,Norcross,Gwinnett County,O'Reilly Auto Parts,e8c83d51-ea52-4141-afc7-68777be0dab8,Norcross,Gwinnett County,0.32
O'Reilly Auto Parts,546768cd-c4b1-46f1-8c37-b54fd6c80851,Lovejoy,Henry County,AutoZone,9a694440-454a-48df-b96d-ecc5fd2b29e2,Lovejoy,Henry County,0.33
AutoZone,9a694440-454a-48df-b96d-ecc5fd2b29e2,Lovejoy,Henry County,O'Reilly Auto Parts,546768cd-c4b1-46f1-8c37-b54fd6c80851,Lovejoy,Henry County,0.33
AutoZone,97c80bbc-b05f-41a1-825b-83a72750874e,Duluth,Gwinnett County,Advance Auto Parts,fa2b9f62-1d0f-4515-a1aa-500c88dfdf92,Duluth,Gwinnett County,0.33
Advance Auto Parts,fa2b9f62-1d0f-4515-a1aa-500c88dfdf92,Duluth,Gwinnett County,AutoZone,97c80bbc-b05f-41a1-825b-83a72750874e,Duluth,Gwinnett County,0.33
AutoZone,a9397f05-0bb6-4f3b-a480-02d3d442bfee,Conyers,Rockdale County,O'Reilly Auto Parts,b5c5c00e-aba3-4308-8a51-7719368bd915,Conyers,Rockdale County,0.34
O'Reilly Auto Parts,b5c5c00e-aba3-4308-8a51-7719368bd915,Conyers,Rockdale County,AutoZone,a9397f05-0bb6-4f3b-a480-02d3d442bfee,Conyers,Rockdale County,0.34
AutoZone,aabc9b04-1caf-4877-97d4-550f7640d58f,Stockbridge,Henry County,O'Reilly Auto Parts,f1b6f970-7dc7-4346-a4a6-53ff89d99236,Stockbridge,Henry County,0.34
O'Reilly Auto Parts,f1b6f970-7dc7-4346-a4a6-53ff89d99236,Stockbridge,Henry County,AutoZone,aabc9b04-1caf-4877-97d4-550f7640d58f,Stockbridge,Henry County,0.34
AutoZone,24ee6a23-24d8-4ede-bd0d-550f13f7396e,Canton,Cherokee County,Advance Auto Parts,603e2133-0d86-4f77-a862-1c5a4cc54c9a,Canton,Cherokee County,0.35
Advance Auto Parts,603e2133-0d86-4f77-a862-1c5a4cc54c9a,Canton,Cherokee County,AutoZone,24ee6a23-24d8-4ede-bd0d-550f13f7396e,Canton,Cherokee County,0.35
AutoZone,7eff6dfd-7562-49eb-a428-911db0c3337f,Locust Grove,Henry County,Advance Auto Parts,e463b957-5aa9-46f3-803d-a0cc1209c171,Locust Grove,Henry County,0.36
Advance Auto Parts,e463b957-5aa9-46f3-803d-a0cc1209c171,Locust Grove,Henry County,AutoZone,7eff6dfd-7562-49eb-a428-911db0c3337f,Locust Grove,Henry County,0.36
O'Reilly Auto Parts,8ae827a8-b439-4ff6-a979-6e6b6e915bd3,Douglasville,Douglas County,AutoZone,c9d15b71-f1a6-47e8-ad97-12d2ad45e9f0,Douglasville,Douglas County,0.37
AutoZone,c9d15b71-f1a6-47e8-ad97-12d2ad45e9f0,Douglasville,Douglas County,O'Reilly Auto Parts,8ae827a8-b439-4ff6-a979-6e6b6e915bd3,Douglasville,Douglas County,0.37
O'Reilly Auto Parts,73776c3d-15f2-4aeb-a76b-5992d78a9108,Sugar Hill,Gwinnett County,AutoZone,eaf7d6f0-36ce-4495-b8f9-82593358400c,Buford,Gwinnett County,0.39
AutoZone,eaf7d6f0-36ce-4495-b8f9-82593358400c,Buford,Gwinnett County,O'Reilly Auto Parts,73776c3d-15f2-4aeb-a76b-5992d78a9108,Sugar Hill,Gwinnett County,0.39
O'Reilly Auto Parts,1af34909-4e0f-447b-a38c-29e925c1cac4,McDonough,Henry County,Advance Auto Parts,9aec18c4-0f07-4291-ac69-be9892c09739,McDonough,Henry County,0.40
Advance Auto Parts,9aec18c4-0f07-4291-ac69-be9892c09739,McDonough,Henry County,O'Reilly Auto Parts,1af34909-4e0f-447b-a38c-29e925c1cac4,McDonough,Henry County,0.40
Advance Auto Parts,7f27cad5-b7be-434b-b355-46c827559601,Lawrenceville,Gwinnett County,AutoZone,ee19bff1-af58-4dc9-a117-7f977a4f0b44,Lawrenceville,Gwinnett County,0.40
AutoZone,ee19bff1-af58-4dc9-a117-7f977a4f0b44,Lawrenceville,Gwinnett County,Advance Auto Parts,7f27cad5-b7be-434b-b355-46c827559601,Lawrenceville,Gwinnett County,0.40
O'Reilly Auto Parts,dc4d9e3e-fabe-41a6-90fc-77a8a4b26257,McDonough,Henry County,NAPA Auto Parts,43c50b4e-e0ca-4e57-9090-32910aeab6b5,McDonough,Henry County,0.41
Advance Auto Parts,3163edc8-13a6-4a01-a05a-18162322bb17,Lilburn,Gwinnett County,AutoZone,65a1e7bd-0453-43c2-b83b-9efa33b3bdad,Lilburn,Gwinnett County,0.42
AutoZone,65a1e7bd-0453-43c2-b83b-9efa33b3bdad,Lilburn,Gwinnett County,Advance Auto Parts,3163edc8-13a6-4a01-a05a-18162322bb17,Lilburn,Gwinnett County,0.42
NAPA Auto Parts,5e4dae55-be63-43c9-bca7-5b7da752de5f,Cumming,Forsyth County,Advance Auto Parts,bf102742-bdaf-43f0-a9dd-2b9cb7e5a256,Cumming,Forsyth County,0.44
Advance Auto Parts,bf102742-bdaf-43f0-a9dd-2b9cb7e5a256,Cumming,Forsyth County,NAPA Auto Parts,5e4dae55-be63-43c9-bca7-5b7da752de5f,Cumming,Forsyth County,0.44
AutoZone,087ec9a9-209a-4822-b9d2-1e1d2f1756d1,Atlanta,Fulton County,O'Reilly Auto Parts,46c21cee-f0f1-4a69-80f6-747464bac54f,Atlanta,Fulton County,0.44
O'Reilly Auto Parts,46c21cee-f0f1-4a69-80f6-747464bac54f,Atlanta,Fulton County,AutoZone,087ec9a9-209a-4822-b9d2-1e1d2f1756d1,Atlanta,Fulton County,0.44
AutoZone,54d40e33-1a85-48c3-8163-aede0c579b2d,Winder,Barrow County,O'Reilly Auto Parts,78b8d3b0-9d49-44e1-9b35-deaa9349158c,Winder,Barrow County,0.44
O'Reilly Auto Parts,78b8d3b0-9d49-44e1-9b35-deaa9349158c,Winder,Barrow County,AutoZone,54d40e33-1a85-48c3-8163-aede0c579b2d,Winder,Barrow County,0.44
Advance Auto Parts,f26ac21a-7943-4abf-b249-9fab7aee9bd1,Sugar Hill,Gwinnett County,O'Reilly Auto Parts,73776c3d-15f2-4aeb-a76b-5992d78a9108,Sugar Hill,Gwinnett County,0.44
Advance Auto Parts,88785030-c2ba-4c92-92b6-93e9d8e0231c,Marietta,Cobb County,O'Reilly Auto Parts,976584d1-30cd-4325-b6f6-4e70537d69e7,Marietta,Cobb County,0.45
O'Reilly Auto Parts,976584d1-30cd-4325-b6f6-4e70537d69e7,Marietta,Cobb County,Advance Auto Parts,88785030-c2ba-4c92-92b6-93e9d8e0231c,Marietta,Cobb County,0.45
Advance Auto Parts,c1407f4d-6c08-4dda-a89e-4f51dfc7bc87,Norcross,Gwinnett County,O'Reilly Auto Parts,480455b5-539e-418e-a8c0-b3dc075d3927,Norcross,Gwinnett County,0.46
O'Reilly Auto Parts,111767fc-87ba-484d-b17c-616f70601112,Jonesboro,Clayton County,AutoZone,19cff3e2-429d-41e7-b1e6-090b4456a84e,Jonesboro,Clayton County,0.47
AutoZone,19cff3e2-429d-41e7-b1e6-090b4456a84e,Jonesboro,Clayton County,O'Reilly Auto Parts,111767fc-87ba-484d-b17c-616f70601112,Jonesboro,Clayton County,0.47
AutoZone,972def9e-0394-4b42-bee8-21be6179481d,Atlanta,DeKalb County,O'Reilly Auto Parts,c3ab9b3f-3ac2-470d-ada2-11323e32542d,Atlanta,DeKalb County,0.47
O'Reilly Auto Parts,c3ab9b3f-3ac2-470d-ada2-11323e32542d,Atlanta,DeKalb County,AutoZone,972def9e-0394-4b42-bee8-21be6179481d,Atlanta,DeKalb County,0.47
O'Reilly Auto Parts,7a5032c4-0720-4282-8c1d-232964f74c33,Hiram,Paulding County,AutoZone,7a91db93-4feb-4a25-a663-14a0e95e2a99,Hiram,Paulding County,0.47
AutoZone,7a91db93-4feb-4a25-a663-14a0e95e2a99,Hiram,Paulding County,O'Reilly Auto Parts,7a5032c4-0720-4282-8c1d-232964f74c33,Hiram,Paulding County,0.47
Advance Auto Parts,16fedb60-402f-484f-b594-31e1dfc36410,Marietta,Cobb County,O'Reilly Auto Parts,075eb824-7c0b-4dc8-9599-d699c19218ac,Marietta,Cobb County,0.48
AutoZone,5b50b958-58a9-4c44-9032-200b69ae2917,Snellville,Gwinnett County,Advance Auto Parts,7862336d-6d37-4c29-874a-a04e7f15f5e7,Snellville,Gwinnett County,0.48
Advance Auto Parts,7862336d-6d37-4c29-874a-a04e7f15f5e7,Snellville,Gwinnett County,AutoZone,5b50b958-58a9-4c44-9032-200b69ae2917,Snellville,Gwinnett County,0.48
Advance Auto Parts,2b870512-1eb0-4865-b35f-2c49f0c6ba8c,Hampton,Clayton County,AutoZone,9a694440-454a-48df-b96d-ecc5fd2b29e2,Lovejoy,Henry County,0.49
Advance Auto Parts,32f15f56-b8a8-4d1f-be73-0ed8cda95a57,Loganville,Walton County,NAPA Auto Parts,a9e611a0-c300-4041-9c6f-cff1d4ad08d8,Loganville,Walton County,0.49
NAPA Auto Parts,a9e611a0-c300-4041-9c6f-cff1d4ad08d8,Loganville,Walton County,Advance Auto Parts,32f15f56-b8a8-4d1f-be73-0ed8cda95a57,Loganville,Walton County,0.49
Advance Auto Parts,133a4dcb-cacf-44d2-8128-35c1e2f5c61c,Buford,Gwinnett County,O'Reilly Auto Parts,d4c5555c-9c64-44c0-a16e-acf82963ffa5,Buford,Gwinnett County,0.50
O'Reilly Auto Parts,d4c5555c-9c64-44c0-a16e-acf82963ffa5,Buford,Gwinnett County,Advance Auto Parts,133a4dcb-cacf-44d2-8128-35c1e2f5c61c,Buford,Gwinnett County,0.50
O'Reilly Auto Parts,3f009db4-6836-4598-b21e-02a57dbc41a0,Marietta,Cobb County,Advance Auto Parts,8bf1286a-315b-4f1a-b41c-6d9f70611ddf,Marietta,Cobb County,0.51
Advance Auto Parts,8bf1286a-315b-4f1a-b41c-6d9f70611ddf,Marietta,Cobb County,O'Reilly Auto Parts,3f009db4-6836-4598-b21e-02a57dbc41a0,Marietta,Cobb County,0.51
Advance Auto Parts,78c4950a-8c19-42ce-ad29-090e44b809b7,Conyers,Rockdale County,O'Reilly Auto Parts,a2b3fe6f-f4ac-4a2a-ad1c-df16cd6a68c9,Conyers,Rockdale County,0.51
O'Reilly Auto Parts,a2b3fe6f-f4ac-4a2a-ad1c-df16cd6a68c9,Conyers,Rockdale County,Advance Auto Parts,78c4950a-8c19-42ce-ad29-090e44b809b7,Conyers,Rockdale County,0.51
AutoZone,8188b19d-ccfd-4240-8a29-3b7b464465b8,Monroe,Walton County,NAPA Auto Parts,a62be5bd-36f0-4039-b52a-9b22a086a85d,Monroe,Walton County,0.52
NAPA Auto Parts,a62be5bd-36f0-4039-b52a-9b22a086a85d,Monroe,Walton County,AutoZone,8188b19d-ccfd-4240-8a29-3b7b464465b8,Monroe,Walton County,0.52
AutoZone,10e6cb27-7fb8-4bcc-8fdd-672717de4e21,Ellenwood,DeKalb County,Advance Auto Parts,e76902c8-ec0e-446d-bf4c-026d5e6f63c1,Ellenwood,DeKalb County,0.52
Advance Auto Parts,e76902c8-ec0e-446d-bf4c-026d5e6f63c1,Ellenwood,DeKalb County,AutoZone,10e6cb27-7fb8-4bcc-8fdd-672717de4e21,Ellenwood,DeKalb County,0.52
O'Reilly Auto Parts,03e90ee8-6e50-4c5f-bd49-68d0bed24cf5,Union City,Fulton County,Advance Auto Parts,8894744c-89ba-4de9-bcd0-401e4a4ab99e,Union City,Fulton County,0.52
Advance Auto Parts,8894744c-89ba-4de9-bcd0-401e4a4ab99e,Union City,Fulton County,O'Reilly Auto Parts,03e90ee8-6e50-4c5f-bd49-68d0bed24cf5,Union City,Fulton County,0.52
O'Reilly Auto Parts,0ea6db26-7c4a-4bb7-abed-662b97ab5d2d,Austell,Cobb County,Advance Auto Parts,63dab6a1-d705-4ddd-a632-669fc7fe391c,Lithia Springs,Douglas County,0.52
Advance Auto Parts,63dab6a1-d705-4ddd-a632-669fc7fe391c,Lithia Springs,Douglas County,O'Reilly Auto Parts,0ea6db26-7c4a-4bb7-abed-662b97ab5d2d,Austell,Cobb County,0.52
AutoZone,8ab1db0b-d4bf-4015-8b05-d44dc3104ec6,Auburn,Barrow County,O'Reilly Auto Parts,98b06afd-7738-4801-9cc7-9596006ec5e1,Auburn,Barrow County,0.53
O'Reilly Auto Parts,98b06afd-7738-4801-9cc7-9596006ec5e1,Auburn,Barrow County,AutoZone,8ab1db0b-d4bf-4015-8b05-d44dc3104ec6,Auburn,Barrow County,0.53
AutoZone,5c1e1c84-0def-45d4-91a4-9f0a44db7a89,Decatur,DeKalb County,O'Reilly Auto Parts,64610e84-38ed-4e4e-ac02-9a82e569020a,Decatur,DeKalb County,0.55
AutoZone,6a81e455-96e0-49a8-a4b4-ca0955066e41,Morrow,Clayton County,O'Reilly Auto Parts,f645ee7e-57c0-42dd-8d24-5490cf011a69,Forest Park,Clayton County,0.56
O'Reilly Auto Parts,f645ee7e-57c0-42dd-8d24-5490cf011a69,Forest Park,Clayton County,AutoZone,6a81e455-96e0-49a8-a4b4-ca0955066e41,Morrow,Clayton County,0.56
O'Reilly Auto Parts,b8c25c67-cbed-4b06-ade5-8155e2766f9e,Marietta,Cobb County,Advance Auto Parts,64eca453-7ec3-43ea-b7eb-1ed77443f45d,Marietta,Cobb County,0.58
O'Reilly Auto Parts,df0925de-4a1f-41d3-8766-eef92cdab806,Madison,Morgan County,AutoZone,1074cdf3-8ee4-4adf-9446-f362670a5eec,Madison,Morgan County,0.59
Advance Auto Parts,5f517622-c4be-4845-bfec-453bcaf1eadd,Forest Park,Clayton County,O'Reilly Auto Parts,f645ee7e-57c0-42dd-8d24-5490cf011a69,Forest Park,Clayton County,0.61
O'Reilly Auto Parts,5be91e0b-3bb9-4e50-bb68-e000a34c33b9,Atlanta,Fulton County,AutoZone,77cb534e-5784-4863-8524-509ba7bc6a8e,Atlanta,Fulton County,0.63
AutoZone,77cb534e-5784-4863-8524-509ba7bc6a8e,Atlanta,Fulton County,O'Reilly Auto Parts,5be91e0b-3bb9-4e50-bb68-e000a34c33b9,Atlanta,Fulton County,0.63
AutoZone,0ec5a69c-6e28-4cef-ae8e-d0b3bc08fbb8,Atlanta,Fulton County,Advance Auto Parts,724a1831-ef91-4a0c-811d-ebf340c804e1,Atlanta,Fulton County,0.71
Advance Auto Parts,724a1831-ef91-4a0c-811d-ebf340c804e1,Atlanta,Fulton County,AutoZone,0ec5a69c-6e28-4cef-ae8e-d0b3bc08fbb8,Atlanta,Fulton County,0.71
O'Reilly Auto Parts,a4328338-021e-4bf4-9196-ccc02bdc88e0,Griffin,Spalding County,AutoZone,46247fd9-8e02-4b5e-b2c5-3d8dcb0b644f,Griffin,Spalding County,0.73
AutoZone,afb9e31c-2a8f-419b-a0d1-c2e2f1b1a7fb,Cumming,Forsyth County,NAPA Auto Parts,5e4dae55-be63-43c9-bca7-5b7da752de5f,Cumming,Forsyth County,0.73
AutoZone,cec5a1f2-34f5-43ba-91bf-2d974aff0de3,Cartersville,Bartow County,O'Reilly Auto Parts,fab5eb3f-c979-4c28-a27a-634aae5f1b0b,Cartersville,Bartow County,0.77
O'Reilly Auto Parts,fab5eb3f-c979-4c28-a27a-634aae5f1b0b,Cartersville,Bartow County,AutoZone,cec5a1f2-34f5-43ba-91bf-2d974aff0de3,Cartersville,Bartow County,0.77
Advance Auto Parts,4f48dd55-6259-489f-a03a-e7d4c30f0dc7,Stone Mountain,DeKalb County,O'Reilly Auto Parts,c91bb88e-2aa4-4430-8d6d-1d3f9829440c,Stone Mountain,DeKalb County,0.77
O'Reilly Auto Parts,c91bb88e-2aa4-4430-8d6d-1d3f9829440c,Stone Mountain,DeKalb County,Advance Auto Parts,4f48dd55-6259-489f-a03a-e7d4c30f0dc7,Stone Mountain,DeKalb County,0.77
Advance Auto Parts,130368c7-3f49-446d-aa8e-436774dc480e,Winder,Barrow County,AutoZone,54d40e33-1a85-48c3-8163-aede0c579b2d,Winder,Barrow County,0.79
AutoZone,45f85aa5-851d-4d41-80b5-7415cab5e2d3,Stone Mountain,DeKalb County,Advance Auto Parts,ccd3b68b-0759-4a2f-963e-050b7d9b6393,Decatur,DeKalb County,0.79
Advance Auto Parts,ccd3b68b-0759-4a2f-963e-050b7d9b6393,Decatur,DeKalb County,AutoZone,45f85aa5-851d-4d41-80b5-7415cab5e2d3,Stone Mountain,DeKalb County,0.79
O'Reilly Auto Parts,5f6b499a-3cb2-40b0-ab6c-2e7ac6a205ad,Lawrenceville,Gwinnett County,Advance Auto Parts,a656c4a8-f816-4aed-afd4-a9e6cbad626c,Lawrenceville,Gwinnett County,0.79
Advance Auto Parts,a656c4a8-f816-4aed-afd4-a9e6cbad626c,Lawrenceville,Gwinnett County,O'Reilly Auto Parts,5f6b499a-3cb2-40b0-ab6c-2e7ac6a205ad,Lawrenceville,Gwinnett County,0.79
Advance Auto Parts,fb87d024-036a-49f2-8a9d-fdbd870c1281,Douglasville,Douglas County,AutoZone,c9d15b71-f1a6-47e8-ad97-12d2ad45e9f0,Douglasville,Douglas County,0.81
Advance Auto Parts,944e8087-51ee-4b29-83a6-648f3fecf7bd,Tucker,DeKalb County,AutoZone,efaa62e3-123c-46d6-817b-867c2743cac3,Tucker,DeKalb County,0.82
AutoZone,956a1f44-9639-4e8a-a59a-4a20f68b4c1c,Fayetteville,Fayette County,Advance Auto Parts,e1cff5f7-4b39-4449-8de1-88f50eb7bfef,Fayetteville,Fayette County,0.82
Advance Auto Parts,e1cff5f7-4b39-4449-8de1-88f50eb7bfef,Fayetteville,Fayette County,AutoZone,956a1f44-9639-4e8a-a59a-4a20f68b4c1c,Fayetteville,Fayette County,0.82
O'Reilly Auto Parts,17fff6b7-bf89-49d1-a200-d4f668803c9b,Stockbridge,Henry County,AutoZone,7f39914f-5bc9-4bbe-9c25-faa05f89dc41,Stockbridge,Henry County,0.83
AutoZone,7f39914f-5bc9-4bbe-9c25-faa05f89dc41,Stockbridge,Henry County,O'Reilly Auto Parts,17fff6b7-bf89-49d1-a200-d4f668803c9b,Stockbridge,Henry County,0.83
Advance Auto Parts,8910a868-4a93-4fa1-b6ab-780a08b3163a,Jonesboro,Clayton County,AutoZone,19cff3e2-429d-41e7-b1e6-090b4456a84e,Jonesboro,Clayton County,0.83
AutoZone,974ae8ca-6ec5-4a9e-9592-6309bbf9610b,Atlanta,Fulton County,O'Reilly Auto Parts,b01c59f3-510b-42c2-b2be-e3617591b66f,East Point,Fulton County,0.83
O'Reilly Auto Parts,b01c59f3-510b-42c2-b2be-e3617591b66f,East Point,Fulton County,AutoZone,974ae8ca-6ec5-4a9e-9592-6309bbf9610b,Atlanta,Fulton County,0.83
Advance Auto Parts,469b77cd-9d5a-4518-bf7d-9eef91b6f47e,Mableton,Cobb County,O'Reilly Auto Parts,00b857c1-6b4a-48d5-9a00-39964d79eb89,Mableton,Cobb County,0.86
AutoZone,215e082d-7883-437c-9536-4f1879b18307,Cumming,Forsyth County,Advance Auto Parts,8322488a-50cb-4dd7-a811-be03870a1f43,Cumming,Forsyth County,0.86
Advance Auto Parts,a58d0bfa-df7f-4d1d-9913-7d4aa5251e57,Stockbridge,Henry County,O'Reilly Auto Parts,17fff6b7-bf89-49d1-a200-d4f668803c9b,Stockbridge,Henry County,0.87
Advance Auto Parts,ec54c479-f00f-4a75-b30d-6b1a6e9eaae4,Covington,Newton County,AutoZone,82b7af1a-312c-4149-8055-fdee3e018f3d,Covington,Newton County,0.87
O'Reilly Auto Parts,2e1caa1d-5aad-4177-8a9e-a989cc201fd7,Cumming,Forsyth County,Advance Auto Parts,bf102742-bdaf-43f0-a9dd-2b9cb7e5a256,Cumming,Forsyth County,0.88
Advance Auto Parts,96040c72-f579-43b1-9b8e-139da84a3bae,Atlanta,Fulton County,AutoZone,c1ed2855-cecd-4372-ac26-723100d084c3,Atlanta,Fulton County,0.88
AutoZone,c1ed2855-cecd-4372-ac26-723100d084c3,Atlanta,Fulton County,Advance Auto Parts,96040c72-f579-43b1-9b8e-139da84a3bae,Atlanta,Fulton County,0.88
O'Reilly Auto Parts,87889b9a-d385-4614-b184-cc24db5641c3,Atlanta,Fulton County,AutoZone,97f04d0c-c8ab-4ee5-b45d-4a6c4cf32e0c,Atlanta,Fulton County,0.90
AutoZone,97f04d0c-c8ab-4ee5-b45d-4a6c4cf32e0c,Atlanta,Fulton County,O'Reilly Auto Parts,87889b9a-d385-4614-b184-cc24db5641c3,Atlanta,Fulton County,0.90
Advance Auto Parts,1596312b-1402-4b4d-a080-ce5582e894bb,Alpharetta,Fulton County,O'Reilly Auto Parts,4440f7ac-fca2-49a0-b212-7d39168a78de,Alpharetta,Fulton County,0.91
O'Reilly Auto Parts,4440f7ac-fca2-49a0-b212-7d39168a78de,Alpharetta,Fulton County,Advance Auto Parts,1596312b-1402-4b4d-a080-ce5582e894bb,Alpharetta,Fulton County,0.91
Advance Auto Parts,63abffb1-8c92-4d9a-8fd6-62b3e622a2f6,Acworth,Cobb County,AutoZone,acb3797b-a8da-42f3-ac81-68a5ffd6132e,Acworth,Cobb County,0.92
AutoZone,497ec05e-615c-463d-9eae-eae4550301f1,Woodstock,Cherokee County,O'Reilly Auto Parts,3f009db4-6836-4598-b21e-02a57dbc41a0,Marietta,Cobb County,0.98
AutoZone,dd99c486-de52-4058-b59e-0be96f3cfb22,Union City,Fulton County,O'Reilly Auto Parts,03e90ee8-6e50-4c5f-bd49-68d0bed24cf5,Union City,Fulton County,0.99
Advance Auto Parts,03949e49-c2c6-40be-a008-7e25bdef8739,Riverdale,Clayton County,AutoZone,3e8cf781-766a-41c5-8bbd-5f4f642fc265,Riverdale,Clayton County,1.03
O'Reilly Auto Parts,6610e96b-2a3f-4589-bb86-e473f0142992,Decatur,DeKalb County,Advance Auto Parts,e295fd53-ef3d-44e3-8806-659e89ab3378,Decatur,DeKalb County,1.04
Advance Auto Parts,e295fd53-ef3d-44e3-8806-659e89ab3378,Decatur,DeKalb County,O'Reilly Auto Parts,6610e96b-2a3f-4589-bb86-e473f0142992,Decatur,DeKalb County,1.04
AutoZone,5127b25d-00b3-48fa-9dc3-ca6c761a4c7c,Marietta,Cobb County,O'Reilly Auto Parts,b8c25c67-cbed-4b06-ade5-8155e2766f9e,Marietta,Cobb County,1.05
Advance Auto Parts,9648687c-c57c-4428-af62-10c375378db7,Atlanta,Fulton County,O'Reilly Auto Parts,a9c0106d-3f79-4f6e-a3ad-0f286588fb44,Atlanta,Fulton County,1.05
AutoZone,2da947d4-dc4f-4b9d-aeac-ad82fb436a31,Grayson,Gwinnett County,Advance Auto Parts,dc0cbee6-9578-446b-9194-045dfe046254,Grayson,Gwinnett County,1.05
Advance Auto Parts,dc0cbee6-9578-446b-9194-045dfe046254,Grayson,Gwinnett County,AutoZone,2da947d4-dc4f-4b9d-aeac-ad82fb436a31,Grayson,Gwinnett County,1.05
O'Reilly Auto Parts,8ea434a6-d125-405f-81df-8ae8900d1e5f,Suwanee,Gwinnett County,NAPA Auto Parts,47f837e0-6ba6-43d9-9fcd-96184a31f4c6,Suwanee,Gwinnett County,1.05
Advance Auto Parts,295a1d63-ac0a-4f20-aaf5-b1e503373831,Lilburn,Gwinnett County,O'Reilly Auto Parts,c91bb88e-2aa4-4430-8d6d-1d3f9829440c,Stone Mountain,DeKalb County,1.05
AutoZone,08ff77bf-4769-49d0-9b28-4f3b9d68d42b,Jasper,Pickens County,O'Reilly Auto Parts,341e5b87-fcd5-48a1-9d0c-f0d50bdfcf5f,Jasper,Pickens County,1.06
O'Reilly Auto Parts,341e5b87-fcd5-48a1-9d0c-f0d50bdfcf5f,Jasper,Pickens County,AutoZone,08ff77bf-4769-49d0-9b28-4f3b9d68d42b,Jasper,Pickens County,1.06
AutoZone,896ae885-c394-41be-8d72-446191b9412e,Douglasville,Douglas County,Advance Auto Parts,81443b42-741d-4d98-a366-22cb1ccc7adf,Douglasville,Douglas County,1.08
O'Reilly Auto Parts,38c7f484-0434-4af5-9ce6-545ddeb083a5,Fayetteville,Fayette County,Advance Auto Parts,e1cff5f7-4b39-4449-8de1-88f50eb7bfef,Fayetteville,Fayette County,1.12
Advance Auto Parts,5a1c8b5a-7114-4b38-be3c-fc2f9816cd22,Morrow,Clayton County,AutoZone,6a81e455-96e0-49a8-a4b4-ca0955066e41,Morrow,Clayton County,1.14
Advance Auto Parts,bfa5cce7-4eb4-4c2b-96a9-dd895c0ea418,McDonough,Henry County,O'Reilly Auto Parts,dc4d9e3e-fabe-41a6-90fc-77a8a4b26257,McDonough,Henry County,1.16
Advance Auto Parts,0411ec33-4fa4-41c8-8d0b-929e116e83e5,Atlanta,DeKalb County,AutoZone,2490c354-30e7-473d-9516-262c1323a4aa,Atlanta,DeKalb County,1.16
AutoZone,2490c354-30e7-473d-9516-262c1323a4aa,Atlanta,DeKalb County,Advance Auto Parts,0411ec33-4fa4-41c8-8d0b-929e116e83e5,Atlanta,DeKalb County,1.16
O'Reilly Auto Parts,0a8d1e8c-6705-4766-9d8b-b830f6604396,Morrow,Clayton County,AutoZone,73e10adf-621c-447e-a6a7-3468aa62ca6e,Morrow,Clayton County,1.17
AutoZone,73e10adf-621c-447e-a6a7-3468aa62ca6e,Morrow,Clayton County,O'Reilly Auto Parts,0a8d1e8c-6705-4766-9d8b-b830f6604396,Morrow,Clayton County,1.17
