"stratum","state","run_slug","target_id","primary_city","settlement_size_proxy","seed_facility_id","seed_facility_name","local_minimum_stack_class","depth_review_status","anchor_review_status","source_gate_status","final_denominator_class","final_class_source","denominator_eligibility","postal_only_numerator_eligibility","evidence_summary","claim_boundary"
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-postal-service-f33e442d8c","Postal Service","2500_to_9999","osm:way:194540933","United States Postal Service","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-postal-service-f809a47e7a","Postal Service","under_2500","osm:way:535343036","United States Postal Service","postal_food_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-postal-service-f8197738c3","Postal Service","10000_to_49999","osm:way:1189077269","United States Postal Service","postal_only_candidate","postal_only_depth_candidate_survives_with_nearby_outside_service","current_anchor_confirmed_or_not_required_by_sidecar","","postal_only_depth_survivor","scoped_depth_review","eligible_clean_scoped_denominator","eligible_postal_only_candidate_numerator","Reviewed current service context did not place everyday service inside the Recluse scoped target box; Gillette gas/convenience evidence geocodes outside the target box.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-powder-river-3c5dfc647e","Powder River","2500_to_9999","osm:way:288835046","Powder River Post Office","postal_only_candidate","postal_only_depth_candidate_survives_after_historical_defunct_service_check","current_anchor_confirmed_or_not_required_by_sidecar","","postal_only_depth_survivor","scoped_depth_review","eligible_clean_scoped_denominator","eligible_postal_only_candidate_numerator","County 10 describes prior Powder River food-service context as historical/defunct; no current inside-box everyday-service contradiction was found in this batch.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-ranchester-c4e43d0fee","Ranchester","under_2500","osm:way:1285770028","Ranchester Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-riverton-40d74fbcbe","Riverton","10000_to_49999","osm:way:42747825","United States Post Office Riverton","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-saratoga-3ccdccc3ae","Saratoga","under_2500","osm:way:1236876690","Saratoga Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-sheridan-567830f9a6","Sheridan","10000_to_49999","osm:node:4150219310","Sheridan Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-smoot-07fdf6cb68","Smoot","10000_to_49999","osm:node:9065029880","Smoot Post Office","postal_only_candidate","postal_only_depth_candidate_survives_with_nearby_outside_service","current_anchor_confirmed_or_not_required_by_sidecar","","postal_only_depth_survivor","scoped_depth_review","eligible_clean_scoped_denominator","eligible_postal_only_candidate_numerator","Afton gas-service rows are real nearby service context, but Census-geocoded addresses fall north of and outside the Smoot scoped target box; no current inside-box everyday-service contradiction was found in this batch.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-the-ups-store-5dd49a85e5","The UPS Store","50000_plus","osm:node:12602041864","The UPS Store","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-the-ups-store-82a30bac18","The UPS Store","10000_to_49999","osm:node:5658817495","The UPS Store","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-the-ups-store-e0d2144187","The UPS Store","50000_plus","osm:node:13312883101","The UPS Store","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-the-ups-store-f03488d118","The UPS Store","10000_to_49999","osm:way:404144300","The UPS Store","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-thermopolis-a63759f7ea","Thermopolis","2500_to_9999","osm:way:305495725","Thermopolis Post Office","postal_food_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-u-s-ccbdac0652","U.S.","10000_to_49999","osm:node:4895531790","U.S. Post Office","postal_only_candidate","postal_only_candidate_rejected_for_inside_food_service","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum_candidate","scoped_depth_review","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Leiter Bar and Cafe at 4679 Hwy 14-16 E geocodes inside the Leiter scoped target box and is corroborated by Travel Wyoming and the business website as restaurant/bar service.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-u-s-f49751acf0","U.S.","under_2500","osm:way:680536826","U.S. Post Office","postal_food_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-0a55e011e9","Unknown","under_2500","osm:node:8198412960","United States Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-386fab779e","Unknown","under_2500","osm:way:86199208","United States Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-4de2fd379e","Unknown","under_2500","osm:way:722838619","United States Post Office","postal_food_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-4fb443ceaf","Unknown","under_2500","osm:way:608122431","Post Office","postal_food_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-5a1dc5d434","Unknown","under_2500","osm:way:785649337","United States Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-bf72075f10","Unknown","under_2500","osm:way:1236874328","United States Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-c725e4aa5e","Unknown","under_2500","osm:node:5771670138","United States Post Office","postal_food_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_food_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-e904292fce","Unknown","under_2500","osm:node:9196198362","USPS","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-f155d8dd03","Unknown","2500_to_9999","osm:way:785138613","United States Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-unknown-ffad92b909","Unknown","10000_to_49999","osm:way:328010932","United States Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-us-cc5b48a86f","US","under_2500","osm:way:697882359","US Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-us-dubois-wyoming-82513-4f48faf4da","US , Dubois, Wyoming 82513","under_2500","osm:way:1010059428","US Post Office, Dubois, Wyoming 82513","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-us-e0cbd47345","US","under_2500","osm:way:50873786","US Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
"Mountain West scoped frame","WY","wyoming-scoped-frame","national-post-office-wy-wheatland-2bb0f23466","Wheatland","2500_to_9999","osm:node:13926366401","Wheatland Post Office","postal_everyday_service_minimum","","current_anchor_confirmed_or_not_required_by_sidecar","","postal_everyday_service_minimum","local_sidecar_only","eligible_clean_scoped_denominator","not_postal_only_after_sidecar_or_depth","Local scoped-frame sidecar classification.","Scoped Wyoming denominator eligibility only; not Mountain West regional or national frequency."
