target_id,target_label,anchor_field,facility_type,facility_id,facility_name,operator,street_address,city,state,postal_code,latitude,longitude,source,source_date,license_status,rights_status,review_status,review_reason
wa-min-postal-bingen,Bingen minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:7708219187,Ayutulense,,,Bingen,WA,,45.7145549,-121.465427,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:575680906,Step Outside,,101 South First Street,La Conner,WA,98257,48.3920495,-122.4956224,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5599217244,Stompin Grounds Coffee,,603 Morris Street,La Conner,WA,98257,48.3923611,-122.4902295,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:582484256,The Firehall,La Conner Brewing,402 Morris Street,La Conner,WA,98257,48.3920129,-122.4925969,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5599302267,The La Conner Tavern,,702 South First Street,La Conner,WA,98257,48.3896909,-122.498094,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:10691921882,The Wayfinder Cafe,,110 North First Street,La Conner,WA,98257,48.3926711,-122.4956759,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:582484268,Tunnies Fish and Chips,,720 Morris Street,La Conner,WA,98257,48.3920694,-122.4876933,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-la-conner,La Conner minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:5599314774,Waterfront Cafe,,128 South First Street,La Conner,WA,98257,48.391443,-122.496934,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-loon-lake,Loon Lake minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:881513209,Lakehouse Bar and Grill,,,Loon Lake,WA,,48.0619782,-117.6335782,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-loon-lake,Loon Lake minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:881513208,Loon Lake Saloon & Grill,,,Loon Lake,WA,,48.0619253,-117.6328781,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-loon-lake,Loon Lake minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:881513252,Pappy's Espresso,,,Loon Lake,WA,,48.059997,-117.6197157,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-loon-lake,Loon Lake minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:8198140848,The Coffee Shop,,,Loon Lake,WA,,48.0596715,-117.6227341,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328471,Bucky's,,,Lopez Island,WA,,48.5232566,-122.914262,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328481,Haven Kitchen & Bar,,9 Old Post Road,Lopez Island,WA,98261,48.5238446,-122.9156353,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328482,Isabelle's,,,Lopez Island,WA,,48.5244238,-122.9150882,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328473,Lopez Grind Coffee Shop,,211 Lopez Rd,Lopez Island,WA,,48.5233028,-122.9143747,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:6744982161,Setsunai,,45 Eads Lane,Lopez Island,WA,98261,48.5242866,-122.91333,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:281972241,The Galley,,,Lopez Island,WA,,48.5068342,-122.9154879,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:295310812,The Islander,,,Lopez Island,WA,,48.5133785,-122.9133709,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328479,Ursa Minor,,210 Lopez Road,Lopez Island,WA,98261,48.5235284,-122.9136827,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328470,Vita's Wildly Delicious,,,Lopez Island,WA,,48.5240667,-122.9126447,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-lopez-island,Lopez Island minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:3795328468,Vortex Juice Bar and Cafe,,135 Lopez Road,Lopez Island,WA,,48.5226544,-122.9130095,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-mattawa,Mattawa minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:263565666,El Valle,,,Mattawa,WA,,46.737523,-119.9031692,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-mattawa,Mattawa minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:14069130054,Food Service,,,Mattawa,WA,,46.7380591,-119.9020163,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,exclude,unnamed_food_service_anchor
wa-min-postal-mattawa,Mattawa minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:node:14067223323,Subway,Subway,,Mattawa,WA,,46.7374138,-119.9084941,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,address_tag_incomplete
wa-min-postal-mattawa,Mattawa minimum postal parish candidate,minimum_postal_parish_candidate,food_service,osm:way:422308610,Tiddaly Diddalys,,23921,Mattawa,WA,99349,46.7387657,-119.9176554,OpenStreetMap Overpass API,2026-08-15,open,ODbL; attribution and share-alike required,packet_ready,primary_civic_facility_candidate
